6,6
8,8
11,11
16,16
19,19
23,23
27,27
30,30
32,32
35,35
36,36
41,41
49,49
56,56
59,59
60,60
64,64
67,67
68,68
73,73
82,82
88,88
90,90
91,91
98,98
106,106
107,107
111,111
115,115
116,116
119,119
121,121
122,122
128,128
129,129
135,135
137,137
138,138
141,141
145,145
146,146
150,150
152,152
162,162
166,166
171,171
172,172
179,179
183,183
185,185
186,186
190,190
194,194
198,198
200,200
203,203
207,207
208,208
217,217
218,218
224,224
227,227
231,231
234,234
235,235
237,237
238,238
241,241
242,242
245,245
251,251
255,255
256,256
257,257
259,259
263,263
266,266
270,270
273,273
274,274
275,275
283,283
287,287
289,289
294,294
296,296
299,299
300,300
307,307
311,311
313,313
314,314
317,317
321,321
322,322
326,326
328,328
331,331
336,336
338,338
339,339
343,343
344,344
352,352
355,355
356,356
359,359
361,361
362,362
366,366
369,369
370,370
374,374
376,376
379,379
385,385
386,386
389,389
390,390
393,393
395,395
399,399
400,400
403,403
404,404
407,407
410,410
416,416
419,419
420,420
423,423
425,425
426,426
429,429
430,430
434,434
440,440
443,443
450,450
451,451
457,457
458,458
461,461
462,462
470,470
474,474
475,475
479,479
482,482
486,486
488,488
489,489
491,491
492,492
495,495
496,496
498,498
499,499
503,503
506,506
512,512
515,515
516,516
519,519
528,528
529,529
530,530
536,536
539,539
543,543
545,545
546,546
550,550
555,555
561,561
563,563
569,569
570,570
573,573
577,577
578,578
581,581
587,587
591,591
594,594
595,595
596,596
597,597
599,599
602,602
606,606
608,608
611,611
618,618
622,622
624,624
625,625
626,626
630,630
635,635
639,639
641,641
642,642
645,645
648,648
650,650
652,652
655,655
658,658
659,659
666,666
670,670
672,672
675,675
679,679
689,689
690,690
696,696
698,698
699,699
707,707
713,713
714,714
718,718
721,721
722,722
728,728
731,731
735,735
736,736
737,737
738,738
747,747
751,751
752,752
753,753
755,755
756,756
759,759
761,761
762,762
769,769
770,770
771,771
773,773
787,787
791,791
793,793
794,794
802,802
803,803
807,807
810,810
813,813
822,822
824,824
831,831
835,835
839,839
846,846
854,854
859,859
863,863
865,865
880,880
883,883
887,887
889,889
890,890
894,894
899,899
900,900
903,903
906,906
909,909
910,910
918,918
923,923
930,930
934,934
936,936
938,938
939,939
940,940
943,943
944,944
947,947
952,952
954,954
958,958
961,961
966,966
971,971
975,975
983,983
995,995
996,996
1002,1002
1005,1005
1008,1008
1010,1010
1014,1014
1017,1017
1019,1019
1024,1024
1027,1027
1031,1031
1034,1034
1041,1041
1042,1042
1048,1048
1051,1051
1052,1052
1057,1057
1058,1058
1061,1061
1066,1066
1067,1067
1068,1068
1071,1071
1072,1072
1075,1075
1079,1079
1082,1082
1086,1086
1089,1089
1090,1090
1094,1094
1099,1099
1103,1103
1104,1104
1106,1106
1107,1107
1113,1113
1114,1114
1115,1115
1117,1117
1122,1122
1123,1123
1129,1129
1130,1130
1131,1131
1136,1136
1137,1137
1139,1139
1142,1142
1147,1147
1153,1153
1154,1154
1163,1163
1171,1171
1177,1177
1178,1178
1179,1179
1181,1181
1186,1186
1187,1187
1191,1191
1193,1193
1195,1195
1197,1197
1199,1199
1201,1201
1203,1203
1206,1206
1208,1208
1211,1211
1215,1215
1216,1216
1219,1219
1223,1223
1225,1225
1226,1226
1227,1227
1232,1232
1233,1233
1234,1234
1235,1235
1237,1237
1243,1243
1244,1244
1249,1249
1253,1253
1259,1259
1263,1263
1267,1267
1271,1271
1272,1272
1273,1273
1274,1274
1275,1275
1291,1291
1296,1296
1297,1297
1299,1299
1303,1303
1305,1305
1306,1306
1307,1307
1312,1312
1315,1315
1321,1321
1322,1322
1323,1323
1325,1325
1326,1326
1328,1328
1339,1339
1343,1343
1347,1347
1351,1351
1354,1354
1355,1355
1358,1358
1360,1360
1362,1362
1363,1363
1366,1366
1371,1371
1378,1378
1381,1381
1382,1382
1384,1384
1387,1387
1391,1391
1392,1392
1395,1395
1396,1396
1402,1402
1406,1406
1408,1408
1415,1415
1417,1417
1418,1418
1421,1421
1422,1422
1423,1423
1424,1424
1426,1426
1430,1430
1435,1435
1442,1442
1445,1445
1450,1450
1451,1451
1453,1453
1460,1460
1463,1463
1466,1466
1474,1474
1483,1483
1497,1497
1507,1507
1508,1508
1511,1511
1513,1513
1514,1514
1517,1517
1522,1522
1523,1523
1530,1530
1531,1531
1538,1538
1544,1544
1547,1547
1548,1548
1551,1551
1555,1555
1559,1559
1561,1561
1562,1562
1565,1565
1571,1571
1572,1572
1577,1577
1581,1581
1582,1582
1586,1586
1590,1590
1595,1595
1603,1603
1607,1607
1609,1609
1610,1610
1613,1613
1618,1618
1622,1622
1624,1624
1627,1627
1631,1631
1634,1634
1638,1638
1640,1640
1643,1643
1647,1647
1651,1651
1658,1658
1659,1659
1664,1664
1667,1667
1668,1668
1673,1673
1674,1674
1677,1677
1678,1678
1681,1681
1682,1682
1683,1683
1685,1685
1686,1686
1688,1688
1691,1691
1697,1697
1698,1698
1700,1700
1701,1701
1704,1704
1705,1705
1707,1707
1711,1711
1715,1715
1725,1725
1729,1729
1730,1730
1739,1739
1747,1747
1748,1748
1751,1751
1753,1753
1754,1754
1757,1757
1760,1760
1763,1763
1770,1770
1771,1771
1773,1773
1778,1778
1781,1781
1787,1787
1791,1791
1795,1795
1799,1799
1801,1801
1803,1803
1805,1805
1813,1813
1814,1814
1819,1819
1823,1823
1825,1825
1826,1826
1829,1829
1830,1830
1832,1832
1834,1834
1835,1835
1836,1836
1837,1837
1839,1839
1840,1840
1842,1842
1843,1843
1847,1847
1850,1850
1851,1851
1858,1858
1864,1864
1867,1867
1871,1871
1875,1875
1881,1881
1882,1882
1883,1883
1885,1885
1888,1888
1891,1891
1895,1895
1897,1897
1898,1898
1905,1905
1906,1906
1909,1909
1912,1912
1915,1915
1919,1919
1921,1921
1922,1922
1925,1925
1931,1931
1939,1939
1950,1950
1955,1955
1962,1962
1965,1965
1970,1970
1978,1978
