0,116
1,184
2,141
3,288
4,5047
5,19
6,167
7,477
8,70652
9,108
10,157
11,202
12,459
13,109
14,489
15,375
16,4035
17,30614
18,88
19,86485
20,535
21,103
22,681
23,123803
24,490
25,219
26,432
27,1083
28,9138
29,408
30,50546
31,810
32,116552
33,127
34,188
35,252
36,175
37,29
38,776
39,62
40,1690
41,40903
42,293
43,358
44,102735
45,571
46,692
47,342
48,297
49,62
50,652
51,866
52,140629
53,66
54,164
55,385
56,7852
57,100
58,2034
59,113482
60,54297
61,177
62,698
63,50
64,27023
65,1266
66,552
67,99981
68,219
69,37
70,174
71,112
72,3583
73,51939
74,296
75,1842
76,104628
77,209
78,2557
79,226
80,383
81,2936
82,251
83,9887
84,172217
85,183
86,456
87,682
88,3235
89,118
90,195
91,105087
92,715
93,130
94,585
95,440
96,503
97,98
98,484
99,785
100,98585
101,211
102,543
103,135
104,97
105,840
106,56
107,544
108,883
109,21
110,148
111,103980
112,44
113,139
114,1020
115,1689
116,20363
117,229
118,289
119,108086
120,164
121,367
122,101291
123,5490
124,126196
125,115
126,633
127,4639
128,23361
129,391
130,254
131,533
132,183
133,62
134,534
135,51239
136,6259
137,29
138,45308
139,104
140,107955
141,62578
142,5027
143,404
144,256
145,285
146,143208
147,1211
148,148512
149,192
150,40944
151,717
152,5821
153,43
154,334
155,26
156,1218
157,1243
158,1808
159,46
160,734
161,388
162,135573
163,315
164,169900
165,221
166,24366
167,987
168,7697
169,1370
170,2750
171,100086
172,78556
173,5424
174,1720
175,162
176,27
177,218
178,462
179,80305
180,1486
181,115
182,993
183,133
184,77
185,76
186,84339
187,1897
188,91410
189,127
190,89923
191,1354
192,642
193,32
194,41810
195,359
196,67624
197,270
198,82173
199,766
200,23253
201,315
202,1723
203,10077
204,406
205,1149
206,1184
207,132143
208,19405
209,191
210,652
211,221
212,954
213,13
214,1316
215,119
216,108
217,125480
218,489
219,677
220,58
221,71
222,118
223,4805
224,96402
225,151
226,713
227,83687
228,409
229,212
230,589
231,52282
232,226
233,336
234,306
235,16087
236,117234
237,357
238,65966
239,886
240,502
241,38
242,93450
243,960
244,175280
245,127
246,459
247,462
248,344
249,518
250,1176
251,97966
252,1216
253,281
254,1340
255,61595
256,90650
257,20670
258,183
259,70461
260,320
261,328
262,456
263,1021
264,1188
265,204
266,104430
267,2987
