,id,age,degree,strength,lcc,lccF,lccFinv,between,betweenF,betweenFinv,closeness,closenessF,closenessFinv,evc,evcF,evcFinv
0,2586,14,632,3818,0.7363688338783125,0.012887757726600176,0.20082161134639878,0.00048813823902192074,0.0011901903070848604,0.002199877260067035,0.7611570247933884,0.5364006988934188,13.418859552694878,0.0351421300105948,0.026623993389379708,0.03788083231585764
1,4091,2,605,6448,0.7396639483334245,0.017482015623198743,0.16988479800243853,0.0005025656036876403,0.0007696559911606152,0.0077739224850115664,0.7445432497978981,0.5296147211040828,15.686899910143824,0.03338249037922351,0.043873590555114465,0.03134346501973341
2,3771,2,606,5472,0.7422196765131058,0.016508623343249727,0.17515613592997903,0.0005210413563814191,0.0009370510032477241,0.0007954491809469858,0.7451456310679612,0.5317551963048499,14.117272712845194,0.033415870632375465,0.03792537408460721,0.03206497384304977
3,3017,23,510,2784,0.7933510535844986,0.012436725906476168,0.23829904326513862,0.00019695989958292372,0.0011936901598186634,0.0003021290657602795,0.6914414414414415,0.5357766143106457,14.108268965242994,0.029108602580609388,0.018808982749422738,0.035229301529185304
4,724,9,756,8194,0.7094116822593644,0.018355874191149372,0.1436808222168817,0.0009257327708224303,0.0007307367222906362,0.004752631827408771,0.8480662983425414,0.5293103448275862,15.730697883580905,0.04137080725496902,0.060551653225538654,0.03307460820769708
5,620,9,687,7483,0.7467164033423725,0.019236454200064937,0.15040738852388966,0.0005139907745881218,0.00044218923742873553,0.0027262427418212718,0.7974025974025974,0.5229982964224872,15.131202875895687,0.038338964308201044,0.05289064171105573,0.029500457654092906
6,1381,40,452,2053,0.8006102466495301,0.011528616873518392,0.248160274455858,0.00016143618090986588,0.0009172248312175677,0.0009370721805221168,0.662589928057554,0.5320623916811091,12.69936366698494,0.026181365626692675,0.0133173875026933,0.032311006161995046
7,3753,23,624,4714,0.7632269415977281,0.015946472042315477,0.17951452083993816,0.0004102377873335058,0.0007760682459950831,0.0005452485483642544,0.7561576354679803,0.5302245250431779,13.835382785377096,0.03507225084244054,0.03157284665130978,0.03259905667081573
8,484,9,722,6958,0.7309177389052601,0.017177349766008345,0.15769295483211992,0.0006377550426099025,0.0006127023478582611,0.0024618798092810273,0.8223214285714285,0.5271894676588438,14.573270341418532,0.03995557157289667,0.047478022954173145,0.03323542270286524
9,684,9,716,7191,0.7312810094933,0.017849656523252978,0.1497695170536427,0.0006950479584863404,0.000547214891380555,0.008458433649624699,0.8179396092362344,0.5241889584519066,15.317976502682425,0.03960802567757512,0.04967361167179906,0.03069637810436148
10,296,30,489,2522,0.7969760970867277,0.01292170171986587,0.236636046857524,0.00021680085492925587,0.0009407130064274929,9.441533305008734e-06,0.6807095343680709,0.5342227378190255,12.626535073364652,0.028029010207667248,0.018175793963434345,0.034265599494519766
11,3510,34,682,3639,0.7405273424884055,0.012551505913942563,0.1992850607439491,0.0006223687540732506,0.001216124344208389,0.0,0.7939655172413793,0.5370262390670554,11.199576911528176,0.038173684296563246,0.025307387108722854,0.039687692699488304
12,3985,23,460,1541,0.7941744813867576,0.009626631651363243,0.2901288779116453,0.00015549914748619955,0.0020463678957801735,0.0,0.6664254703328509,0.5495226730310262,11.47396912050222,0.026480455437327816,0.010800429036766358,0.04019112513139387
13,1404,2,644,7194,0.7476309612356674,0.017818881739366015,0.16710022096141872,0.0004926933427089043,0.0006545366856946634,0.014549402823018458,0.7687813021702838,0.5280963302752294,16.217694302087786,0.035820262059845044,0.04852014192937771,0.03184933404723172
14,3074,19,543,2360,0.7833751265689453,0.011720470081820759,0.23969515977197325,0.0002524440672553743,0.0011171133981523669,0.0,0.7090069284064665,0.5364006988934188,10.637774527515553,0.03109083146709272,0.017283845070971745,0.038086073864872005
15,2987,48,72,95,0.8466353677621283,0.00605978016447474,0.4542467322741869,2.423984906442059e-06,0.00028523021226171106,0.0,0.5203389830508475,0.5153889199776162,3.85332129602132,0.004325037044294847,0.0006430733250993753,0.010084349027068314
16,1299,13,666,6001,0.7339836076678182,0.017272337596842168,0.15408416197406843,0.000687419306967492,0.0006952124698538277,0.002151489401878865,0.7831632653061225,0.5265866209262435,14.255251389154191,0.036847197323788106,0.0400142190305431,0.029666923476495338
17,3379,2,645,7127,0.753416149068323,0.0189436587299121,0.1639078398741859,0.0004972940364985854,0.0009124120276945495,0.0054052778171175,0.7694235588972431,0.5326778484673221,15.283220809038529,0.03607206470491276,0.051019177252205096,0.03255427128122161
18,208,30,243,627,0.8406965275652144,0.008336580432768368,0.35521560736947977,3.2938574690828754e-05,0.0013968104233465716,2.3603833262521835e-06,0.575984990619137,0.5376532399299475,10.178823474433598,0.014504481610993531,0.004117686163615872,0.02618590263719106
19,316,9,657,5318,0.7390485206221925,0.015613444362237142,0.17388557791787596,0.0004803727671817799,0.000718680475977237,0.0008928149931548884,0.7772151898734178,0.5296147211040828,14.354553933386088,0.0363955241733263,0.03735709789005034,0.03352803375292655
20,1422,34,66,122,0.8107226107226108,0.007290758613453805,0.36477369348355926,3.928264333024217e-06,0.00010377268026100125,0.0,0.518581081081081,0.5066006600660066,5.17107989659596,0.003771073296544876,0.0008083692441843702,0.007405605332456929
21,2859,13,688,6590,0.7457347415456484,0.017395344910094774,0.15963784910342305,0.0005089731119588717,0.0005757321450092452,0.008157484775527546,0.7980935875216638,0.5265866209262435,15.39978231677708,0.03854276336838819,0.04672268761753575,0.031694982043440595
22,3534,34,663,3787,0.7493130647564626,0.012710552400269968,0.20660283188656534,0.0005259356308490622,0.0014618345084825095,0.000552329698343011,0.7811704834605598,0.5408103347034645,13.836099568371107,0.037283143522924514,0.02615281088931845,0.0405492366712582
23,1332,2,604,6231,0.7347808419272291,0.017804208095491342,0.1694137468890345,0.00047813391185148684,0.0009910778247300377,0.001452815937308219,0.7439418416801292,0.5357766143106457,14.432473859884173,0.03322782448844622,0.04323858814303729,0.03279952001958646
24,4043,2,558,4168,0.7593868844230807,0.015231035816781105,0.19378133064991637,0.00031347011008147176,0.0007588429520036164,4.956804985129585e-05,0.7172897196261683,0.5311418685121108,13.156686606066735,0.031137465154327804,0.029236864906880336,0.03253746334616018
25,2254,34,601,3864,0.7556017748197449,0.013177254282094727,0.20690896810148,0.00043847934790764776,0.0009704484817333561,0.007607515460510787,0.7421434327155519,0.5342227378190255,14.645418879156376,0.03373933932319616,0.02468690752874029,0.03682008125886157
26,2748,1,484,5118,0.7990520678267714,0.01936324613463442,0.17742068722316112,0.0002282656822131494,0.0004639517633343221,0.0009441533305008734,0.6782032400589102,0.5224049914917753,14.410925199560115,0.027560149868184527,0.035506418692596804,0.024704580178108684
27,412,9,632,4190,0.7520110734417942,0.014517694453127134,0.1935701387137412,0.0004107246341898003,0.0010581053392674815,0.0,0.7611570247933884,0.5370262390670554,12.156948519839192,0.035269448956047694,0.03056897086408897,0.03689697534137311
28,1116,2,572,5580,0.7698492400769108,0.01755901669689257,0.18356361774778054,0.00034009327212971885,0.0009788841145566842,0.0019968842940093472,0.7251968503937007,0.533603707995365,14.813880860263513,0.03194069542369233,0.037989609606072394,0.032117325442939916
29,1267,13,750,8531,0.7179457053849577,0.018945357798367396,0.14129664240858714,0.0008140351129679865,0.0007150937492508529,0.007768021526695936,0.8434065934065934,0.5283993115318416,15.995826879115919,0.04125813886708517,0.062107287909130296,0.0314550510725278
30,2276,1,537,6678,0.7834917590816866,0.02046103327726014,0.17753816349268658,0.0002523610238556516,0.0006692922345827837,0.005976490582070528,0.7057471264367816,0.5290063182079264,15.595798374824984,0.03031058939879752,0.047242427494800024,0.029533741865686424
31,3602,14,539,2750,0.7595230048761648,0.01164293968954778,0.233614216867075,0.0003425697883694865,0.0014681638656626433,0.0010055232969834302,0.7068303914044513,0.5401759530791789,13.774947186721969,0.03043933001937147,0.019646267488526322,0.037787700009760186
32,1572,42,699,6389,0.7474246877446701,0.017059009156771193,0.16753391255464972,0.0005433632971142553,0.0008145094815408935,0.0030295519992446776,0.8057742782152231,0.5302245250431779,14.411225672964598,0.03910971519237023,0.046464790462963854,0.034495678531734034
33,1691,13,646,4897,0.7500227998176014,0.015359421366016581,0.18283483016590607,0.0005029181065376528,0.0008836804558715705,0.0005853750649105415,0.770066889632107,0.5311418685121108,14.087104494883778,0.03611561179364947,0.033384188875817795,0.03469867379803101
34,2606,34,789,8390,0.7019037141404978,0.018749436396966697,0.13105471743326727,0.0009613947349015659,0.0005355444082973261,0.0015531322286739368,0.8746438746438746,0.5253850541928123,15.397446118026847,0.04298429543241347,0.060021519708113195,0.030214644075489072
35,128,30,331,834,0.8234734047422869,0.008440418111160608,0.33949383051786775,6.23599770840996e-05,0.001905499070477354,0.0,0.6095301125082727,0.5456161137440758,10.810377576142455,0.019311684489383304,0.005841564238465879,0.03368651856727389
36,2012,42,451,1711,0.7956935205715694,0.010567229946762197,0.2698622200813705,0.00020657454418388703,0.0015918798867055619,0.0,0.6621135873472322,0.5414462081128748,11.606846402623418,0.02601747424394962,0.011953160177047669,0.036307980814619244
37,1864,28,258,810,0.8533767683165928,0.010193262869319682,0.30627041084413653,4.914275710434768e-05,0.0007095974941636172,0.0,0.5814393939393939,0.5265866209262435,9.560519004134783,0.015162518256460937,0.005185671329312343,0.023002245373880074
38,2079,29,261,517,0.8236958443854996,0.00737920350555989,0.37189934282961934,3.7416277503929194e-05,0.0017489143965677193,0.0,0.5825426944971537,0.5420835785756327,8.972232237430424,0.015242672869424597,0.0035469991005790333,0.029254856934620526
39,1428,2,428,3215,0.793856289259997,0.01607900892217792,0.2065138701005901,0.00018034345207616745,0.0006267865236652428,0.0002006325827314356,0.6513437057991514,0.5271894676588438,13.437637794163903,0.02387738078292709,0.022215516713488936,0.026536661547447972
